Compound_ID,SMILES,actual,Wavelength
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.896344603,231
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.898403981,232
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.901561696,233
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.906984726,234
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.912682341,235
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.919615583,236
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.927029346,237
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.935129569,238
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.943504376,239
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.951810537,240
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.959361593,241
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.966775356,242
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.97384589,243
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.979474858,244
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.984691951,245
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.988604771,246
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.991144671,247
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.993409988,248
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.994165094,249
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.993615926,250
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.992105715,251
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.990389566,252
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.986202162,253
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.981918655,254
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.976948687,255
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.970392998,256
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.962560494,257
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.952915737,258
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.942090269,259
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.930159602,260
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.917405183,261
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.905220525,262
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.892541617,263
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.879416509,264
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.866984726,265
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.854552943,266
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.841674961,267
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.829373606,268
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.815816029,269
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.802732109,270
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.79048567,271
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.777992106,272
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.766054574,273
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.755036897,274
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.743243522,275
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.731621761,276
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.719286082,277
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.705618672,278
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.691443281,279
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.676629483,280
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.660319204,281
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.643761799,282
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.626401236,283
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.609129912,284
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.590890681,285
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.571903209,286
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.552503861,287
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.533605629,288
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.513705166,289
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.493468337,290
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.472915737,291
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.452136605,292
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.430822035,293
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.409624163,294
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.388700875,295
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.367908014,296
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.347231852,297
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.326988159,298
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.307286768,299
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.287454951,300
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.267870259,301
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.248704308,302
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.228838167,303
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.20958984,304
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.190773983,305
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.173324181,306
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.157322808,307
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.142440364,308
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.128841599,309
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.116547108,310
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.105069504,311
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.094806933,312
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.085292603,313
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.076643213,314
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.068899949,315
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.061705852,316
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.055321778,317
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.049528059,318
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.044715977,319
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.039842114,320
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.035524284,321
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.031995881,322
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.028941136,323
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.026058006,324
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.023449459,325
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.020923288,326
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.019138493,327
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.017518449,328
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.016001373,329
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.014745152,330
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.013289858,331
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.012205251,332
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.011539386,333
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.010626394,334
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.009692809,335
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.009459413,336
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.008999485,337
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.008189463,338
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.007859962,339
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.007324524,340
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.0069607,341
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.006651793,342
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.006445856,343
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.006013386,344
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.005931011,345
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.005402437,346
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.005011155,347
Atorvastatin (acid),O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O,0.004935644,348
